# seed=(1, 2) mean=(250, 20) standard_deviation=(50, 15) number_of_processes=500
------------------------------------------------------------
Average waiting time : 63193.934
Average turn around time : 63446.122
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 255 | Arrival Time 0 | Turn Around Time 255
Process 61 | Waiting Time 15625 | Burst Time 273 | Arrival Time 4 | Turn Around Time 15898
Process 62 | Waiting Time 15898 | Burst Time 272 | Arrival Time 4 | Turn Around Time 16170
Process 63 | Waiting Time 16169 | Burst Time 275 | Arrival Time 5 | Turn Around Time 16444
Process 64 | Waiting Time 16444 | Burst Time 266 | Arrival Time 5 | Turn Around Time 16710
Process 65 | Waiting Time 16710 | Burst Time 166 | Arrival Time 5 | Turn Around Time 16876
Process 66 | Waiting Time 16876 | Burst Time 263 | Arrival Time 5 | Turn Around Time 17139
Process 67 | Waiting Time 17139 | Burst Time 291 | Arrival Time 5 | Turn Around Time 17430
Process 68 | Waiting Time 17430 | Burst Time 247 | Arrival Time 5 | Turn Around Time 17677
Process 69 | Waiting Time 17677 | Burst Time 191 | Arrival Time 5 | Turn Around Time 17868
Process 70 | Waiting Time 17868 | Burst Time 286 | Arrival Time 5 | Turn Around Time 18154
Process 71 | Waiting Time 18154 | Burst Time 194 | Arrival Time 5 | Turn Around Time 18348
Process 72 | Waiting Time 18348 | Burst Time 211 | Arrival Time 5 | Turn Around Time 18559
Process 73 | Waiting Time 18558 | Burst Time 293 | Arrival Time 6 | Turn Around Time 18851
Process 74 | Waiting Time 18851 | Burst Time 237 | Arrival Time 6 | Turn Around Time 19088
Process 75 | Waiting Time 19088 | Burst Time 194 | Arrival Time 6 | Turn Around Time 19282
Process 76 | Waiting Time 19282 | Burst Time 271 | Arrival Time 6 | Turn Around Time 19553
Process 77 | Waiting Time 19553 | Burst Time 292 | Arrival Time 6 | Turn Around Time 19845
Process 78 | Waiting Time 19845 | Burst Time 169 | Arrival Time 6 | Turn Around Time 20014
Process 79 | Waiting Time 20014 | Burst Time 293 | Arrival Time 6 | Turn Around Time 20307
Process 80 | Waiting Time 20307 | Burst Time 238 | Arrival Time 6 | Turn Around Time 20545
Process 81 | Waiting Time 20545 | Burst Time 184 | Arrival Time 6 | Turn Around Time 20729
Process 82 | Waiting Time 20729 | Burst Time 229 | Arrival Time 6 | Turn Around Time 20958
Process 83 | Waiting Time 20957 | Burst Time 134 | Arrival Time 7 | Turn Around Time 21091
Process 84 | Waiting Time 21091 | Burst Time 261 | Arrival Time 7 | Turn Around Time 21352
Process 85 | Waiting Time 21352 | Burst Time 256 | Arrival Time 7 | Turn Around Time 21608
Process 86 | Waiting Time 21608 | Burst Time 294 | Arrival Time 7 | Turn Around Time 21902
Process 87 | Waiting Time 21902 | Burst Time 233 | Arrival Time 7 | Turn Around Time 22135
Process 88 | Waiting Time 22135 | Burst Time 256 | Arrival Time 7 | Turn Around Time 22391
Process 89 | Waiting Time 22391 | Burst Time 255 | Arrival Time 7 | Turn Around Time 22646
Process 90 | Waiting Time 22646 | Burst Time 289 | Arrival Time 7 | Turn Around Time 22935
Process 91 | Waiting Time 22935 | Burst Time 231 | Arrival Time 7 | Turn Around Time 23166
Process 92 | Waiting Time 23166 | Burst Time 401 | Arrival Time 7 | Turn Around Time 23567
Process 93 | Waiting Time 23567 | Burst Time 306 | Arrival Time 7 | Turn Around Time 23873
Process 94 | Waiting Time 23873 | Burst Time 142 | Arrival Time 7 | Turn Around Time 24015
Process 95 | Waiting Time 24015 | Burst Time 288 | Arrival Time 7 | Turn Around Time 24303
Process 96 | Waiting Time 24302 | Burst Time 252 | Arrival Time 8 | Turn Around Time 24554
Process 97 | Waiting Time 24554 | Burst Time 212 | Arrival Time 8 | Turn Around Time 24766
Process 98 | Waiting Time 24766 | Burst Time 250 | Arrival Time 8 | Turn Around Time 25016
Process 99 | Waiting Time 25016 | Burst Time 208 | Arrival Time 8 | Turn Around Time 25224
Process 100 | Waiting Time 25224 | Burst Time 152 | Arrival Time 8 | Turn Around Time 25376
Process 101 | Waiting Time 25376 | Burst Time 309 | Arrival Time 8 | Turn Around Time 25685
Process 102 | Waiting Time 25685 | Burst Time 244 | Arrival Time 8 | Turn Around Time 25929
Process 103 | Waiting Time 25928 | Burst Time 306 | Arrival Time 9 | Turn Around Time 26234
Process 104 | Waiting Time 26234 | Burst Time 236 | Arrival Time 9 | Turn Around Time 26470
Process 105 | Waiting Time 26470 | Burst Time 248 | Arrival Time 9 | Turn Around Time 26718
Process 106 | Waiting Time 26718 | Burst Time 295 | Arrival Time 9 | Turn Around Time 27013
Process 107 | Waiting Time 27013 | Burst Time 305 | Arrival Time 9 | Turn Around Time 27318
Process 108 | Waiting Time 27318 | Burst Time 188 | Arrival Time 9 | Turn Around Time 27506
Process 109 | Waiting Time 27506 | Burst Time 327 | Arrival Time 9 | Turn Around Time 27833
Process 110 | Waiting Time 27833 | Burst Time 247 | Arrival Time 9 | Turn Around Time 28080
Process 111 | Waiting Time 28080 | Burst Time 205 | Arrival Time 9 | Turn Around Time 28285
Process 112 | Waiting Time 28285 | Burst Time 247 | Arrival Time 9 | Turn Around Time 28532
Process 113 | Waiting Time 28532 | Burst Time 246 | Arrival Time 9 | Turn Around Time 28778
Process 114 | Waiting Time 28777 | Burst Time 243 | Arrival Time 10 | Turn Around Time 29020
Process 115 | Waiting Time 29020 | Burst Time 291 | Arrival Time 10 | Turn Around Time 29311
Process 116 | Waiting Time 29311 | Burst Time 274 | Arrival Time 10 | Turn Around Time 29585
Process 117 | Waiting Time 29585 | Burst Time 177 | Arrival Time 10 | Turn Around Time 29762
Process 118 | Waiting Time 29762 | Burst Time 288 | Arrival Time 10 | Turn Around Time 30050
Process 119 | Waiting Time 30050 | Burst Time 339 | Arrival Time 10 | Turn Around Time 30389
Process 120 | Waiting Time 30389 | Burst Time 234 | Arrival Time 10 | Turn Around Time 30623
Process 121 | Waiting Time 30623 | Burst Time 280 | Arrival Time 10 | Turn Around Time 30903
Process 122 | Waiting Time 30903 | Burst Time 294 | Arrival Time 10 | Turn Around Time 31197
Process 123 | Waiting Time 31197 | Burst Time 206 | Arrival Time 10 | Turn Around Time 31403
Process 124 | Waiting Time 31403 | Burst Time 254 | Arrival Time 10 | Turn Around Time 31657
Process 125 | Waiting Time 31657 | Burst Time 220 | Arrival Time 10 | Turn Around Time 31877
Process 126 | Waiting Time 31877 | Burst Time 238 | Arrival Time 10 | Turn Around Time 32115
Process 127 | Waiting Time 32115 | Burst Time 300 | Arrival Time 10 | Turn Around Time 32415
Process 128 | Waiting Time 32415 | Burst Time 208 | Arrival Time 10 | Turn Around Time 32623
Process 129 | Waiting Time 32623 | Burst Time 232 | Arrival Time 10 | Turn Around Time 32855
Process 130 | Waiting Time 32854 | Burst Time 195 | Arrival Time 11 | Turn Around Time 33049
Process 131 | Waiting Time 33049 | Burst Time 251 | Arrival Time 11 | Turn Around Time 33300
Process 132 | Waiting Time 33300 | Burst Time 265 | Arrival Time 11 | Turn Around Time 33565
Process 133 | Waiting Time 33565 | Burst Time 207 | Arrival Time 11 | Turn Around Time 33772
Process 134 | Waiting Time 33772 | Burst Time 287 | Arrival Time 11 | Turn Around Time 34059
Process 135 | Waiting Time 34059 | Burst Time 359 | Arrival Time 11 | Turn Around Time 34418
Process 136 | Waiting Time 34418 | Burst Time 284 | Arrival Time 11 | Turn Around Time 34702
Process 137 | Waiting Time 34702 | Burst Time 281 | Arrival Time 11 | Turn Around Time 34983
Process 138 | Waiting Time 34983 | Burst Time 245 | Arrival Time 11 | Turn Around Time 35228
Process 139 | Waiting Time 35228 | Burst Time 267 | Arrival Time 11 | Turn Around Time 35495
Process 140 | Waiting Time 35495 | Burst Time 254 | Arrival Time 11 | Turn Around Time 35749
Process 141 | Waiting Time 35749 | Burst Time 226 | Arrival Time 11 | Turn Around Time 35975
Process 142 | Waiting Time 35975 | Burst Time 233 | Arrival Time 11 | Turn Around Time 36208
Process 143 | Waiting Time 36208 | Burst Time 269 | Arrival Time 11 | Turn Around Time 36477
Process 144 | Waiting Time 36477 | Burst Time 244 | Arrival Time 11 | Turn Around Time 36721
Process 145 | Waiting Time 36720 | Burst Time 223 | Arrival Time 12 | Turn Around Time 36943
Process 146 | Waiting Time 36943 | Burst Time 184 | Arrival Time 12 | Turn Around Time 37127
Process 147 | Waiting Time 37127 | Burst Time 219 | Arrival Time 12 | Turn Around Time 37346
Process 148 | Waiting Time 37346 | Burst Time 262 | Arrival Time 12 | Turn Around Time 37608
Process 149 | Waiting Time 37608 | Burst Time 256 | Arrival Time 12 | Turn Around Time 37864
Process 150 | Waiting Time 37864 | Burst Time 289 | Arrival Time 12 | Turn Around Time 38153
Process 151 | Waiting Time 38153 | Burst Time 305 | Arrival Time 12 | Turn Around Time 38458
Process 152 | Waiting Time 38458 | Burst Time 305 | Arrival Time 12 | Turn Around Time 38763
Process 153 | Waiting Time 38763 | Burst Time 305 | Arrival Time 12 | Turn Around Time 39068
Process 154 | Waiting Time 39067 | Burst Time 331 | Arrival Time 13 | Turn Around Time 39398
Process 155 | Waiting Time 39398 | Burst Time 212 | Arrival Time 13 | Turn Around Time 39610
Process 156 | Waiting Time 39610 | Burst Time 259 | Arrival Time 13 | Turn Around Time 39869
Process 157 | Waiting Time 39869 | Burst Time 256 | Arrival Time 13 | Turn Around Time 40125
Process 158 | Waiting Time 40125 | Burst Time 280 | Arrival Time 13 | Turn Around Time 40405
Process 159 | Waiting Time 40405 | Burst Time 193 | Arrival Time 13 | Turn Around Time 40598
Process 160 | Waiting Time 40598 | Burst Time 275 | Arrival Time 13 | Turn Around Time 40873
Process 161 | Waiting Time 40873 | Burst Time 291 | Arrival Time 13 | Turn Around Time 41164
Process 162 | Waiting Time 41164 | Burst Time 188 | Arrival Time 13 | Turn Around Time 41352
Process 163 | Waiting Time 41352 | Burst Time 229 | Arrival Time 13 | Turn Around Time 41581
Process 164 | Waiting Time 41581 | Burst Time 210 | Arrival Time 13 | Turn Around Time 41791
Process 165 | Waiting Time 41791 | Burst Time 311 | Arrival Time 13 | Turn Around Time 42102
Process 166 | Waiting Time 42102 | Burst Time 352 | Arrival Time 13 | Turn Around Time 42454
Process 167 | Waiting Time 42454 | Burst Time 179 | Arrival Time 13 | Turn Around Time 42633
Process 168 | Waiting Time 42633 | Burst Time 335 | Arrival Time 13 | Turn Around Time 42968
Process 169 | Waiting Time 42967 | Burst Time 295 | Arrival Time 14 | Turn Around Time 43262
Process 170 | Waiting Time 43262 | Burst Time 218 | Arrival Time 14 | Turn Around Time 43480
Process 171 | Waiting Time 43480 | Burst Time 232 | Arrival Time 14 | Turn Around Time 43712
Process 172 | Waiting Time 43712 | Burst Time 192 | Arrival Time 14 | Turn Around Time 43904
Process 173 | Waiting Time 43904 | Burst Time 258 | Arrival Time 14 | Turn Around Time 44162
Process 174 | Waiting Time 44162 | Burst Time 252 | Arrival Time 14 | Turn Around Time 44414
Process 175 | Waiting Time 44414 | Burst Time 262 | Arrival Time 14 | Turn Around Time 44676
Process 176 | Waiting Time 44676 | Burst Time 184 | Arrival Time 14 | Turn Around Time 44860
Process 177 | Waiting Time 44860 | Burst Time 206 | Arrival Time 14 | Turn Around Time 45066
Process 178 | Waiting Time 45066 | Burst Time 319 | Arrival Time 14 | Turn Around Time 45385
Process 179 | Waiting Time 45385 | Burst Time 279 | Arrival Time 14 | Turn Around Time 45664
Process 180 | Waiting Time 45664 | Burst Time 243 | Arrival Time 14 | Turn Around Time 45907
Process 181 | Waiting Time 45907 | Burst Time 219 | Arrival Time 14 | Turn Around Time 46126
Process 182 | Waiting Time 46126 | Burst Time 230 | Arrival Time 14 | Turn Around Time 46356
Process 183 | Waiting Time 46355 | Burst Time 215 | Arrival Time 15 | Turn Around Time 46570
Process 184 | Waiting Time 46570 | Burst Time 240 | Arrival Time 15 | Turn Around Time 46810
Process 185 | Waiting Time 46810 | Burst Time 284 | Arrival Time 15 | Turn Around Time 47094
Process 186 | Waiting Time 47094 | Burst Time 195 | Arrival Time 15 | Turn Around Time 47289
Process 187 | Waiting Time 47289 | Burst Time 181 | Arrival Time 15 | Turn Around Time 47470
Process 188 | Waiting Time 47470 | Burst Time 267 | Arrival Time 15 | Turn Around Time 47737
Process 189 | Waiting Time 47737 | Burst Time 313 | Arrival Time 15 | Turn Around Time 48050
Process 190 | Waiting Time 48050 | Burst Time 244 | Arrival Time 15 | Turn Around Time 48294
Process 191 | Waiting Time 48294 | Burst Time 235 | Arrival Time 15 | Turn Around Time 48529
Process 192 | Waiting Time 48529 | Burst Time 302 | Arrival Time 15 | Turn Around Time 48831
Process 193 | Waiting Time 48831 | Burst Time 305 | Arrival Time 15 | Turn Around Time 49136
Process 194 | Waiting Time 49136 | Burst Time 330 | Arrival Time 15 | Turn Around Time 49466
Process 195 | Waiting Time 49466 | Burst Time 180 | Arrival Time 15 | Turn Around Time 49646
Process 196 | Waiting Time 49646 | Burst Time 232 | Arrival Time 15 | Turn Around Time 49878
Process 197 | Waiting Time 49878 | Burst Time 268 | Arrival Time 15 | Turn Around Time 50146
Process 198 | Waiting Time 50146 | Burst Time 241 | Arrival Time 15 | Turn Around Time 50387
Process 199 | Waiting Time 50387 | Burst Time 212 | Arrival Time 15 | Turn Around Time 50599
Process 200 | Waiting Time 50599 | Burst Time 250 | Arrival Time 15 | Turn Around Time 50849
Process 201 | Waiting Time 50848 | Burst Time 215 | Arrival Time 16 | Turn Around Time 51063
Process 202 | Waiting Time 51063 | Burst Time 215 | Arrival Time 16 | Turn Around Time 51278
Process 203 | Waiting Time 51278 | Burst Time 252 | Arrival Time 16 | Turn Around Time 51530
Process 204 | Waiting Time 51530 | Burst Time 244 | Arrival Time 16 | Turn Around Time 51774
Process 205 | Waiting Time 51774 | Burst Time 301 | Arrival Time 16 | Turn Around Time 52075
Process 206 | Waiting Time 52075 | Burst Time 282 | Arrival Time 16 | Turn Around Time 52357
Process 207 | Waiting Time 52357 | Burst Time 244 | Arrival Time 16 | Turn Around Time 52601
Process 208 | Waiting Time 52601 | Burst Time 279 | Arrival Time 16 | Turn Around Time 52880
Process 209 | Waiting Time 52880 | Burst Time 156 | Arrival Time 16 | Turn Around Time 53036
Process 210 | Waiting Time 53036 | Burst Time 161 | Arrival Time 16 | Turn Around Time 53197
Process 211 | Waiting Time 53197 | Burst Time 145 | Arrival Time 16 | Turn Around Time 53342
Process 212 | Waiting Time 53342 | Burst Time 207 | Arrival Time 16 | Turn Around Time 53549
Process 213 | Waiting Time 53549 | Burst Time 343 | Arrival Time 16 | Turn Around Time 53892
Process 214 | Waiting Time 53891 | Burst Time 307 | Arrival Time 17 | Turn Around Time 54198
Process 215 | Waiting Time 54198 | Burst Time 276 | Arrival Time 17 | Turn Around Time 54474
Process 216 | Waiting Time 54474 | Burst Time 238 | Arrival Time 17 | Turn Around Time 54712
Process 217 | Waiting Time 54712 | Burst Time 289 | Arrival Time 17 | Turn Around Time 55001
Process 218 | Waiting Time 55001 | Burst Time 221 | Arrival Time 17 | Turn Around Time 55222
Process 219 | Waiting Time 55222 | Burst Time 190 | Arrival Time 17 | Turn Around Time 55412
Process 220 | Waiting Time 55412 | Burst Time 206 | Arrival Time 17 | Turn Around Time 55618
Process 221 | Waiting Time 55618 | Burst Time 279 | Arrival Time 17 | Turn Around Time 55897
Process 222 | Waiting Time 55897 | Burst Time 263 | Arrival Time 17 | Turn Around Time 56160
Process 223 | Waiting Time 56160 | Burst Time 260 | Arrival Time 17 | Turn Around Time 56420
Process 224 | Waiting Time 56420 | Burst Time 202 | Arrival Time 17 | Turn Around Time 56622
Process 225 | Waiting Time 56622 | Burst Time 152 | Arrival Time 17 | Turn Around Time 56774
Process 226 | Waiting Time 56774 | Burst Time 226 | Arrival Time 17 | Turn Around Time 57000
Process 227 | Waiting Time 57000 | Burst Time 229 | Arrival Time 17 | Turn Around Time 57229
Process 228 | Waiting Time 57229 | Burst Time 356 | Arrival Time 17 | Turn Around Time 57585
Process 229 | Waiting Time 57585 | Burst Time 283 | Arrival Time 17 | Turn Around Time 57868
Process 230 | Waiting Time 57868 | Burst Time 204 | Arrival Time 17 | Turn Around Time 58072
Process 231 | Waiting Time 58072 | Burst Time 218 | Arrival Time 17 | Turn Around Time 58290
Process 232 | Waiting Time 58290 | Burst Time 240 | Arrival Time 17 | Turn Around Time 58530
Process 233 | Waiting Time 58529 | Burst Time 232 | Arrival Time 18 | Turn Around Time 58761
Process 234 | Waiting Time 58761 | Burst Time 312 | Arrival Time 18 | Turn Around Time 59073
Process 235 | Waiting Time 59073 | Burst Time 291 | Arrival Time 18 | Turn Around Time 59364
Process 236 | Waiting Time 59364 | Burst Time 239 | Arrival Time 18 | Turn Around Time 59603
Process 237 | Waiting Time 59603 | Burst Time 240 | Arrival Time 18 | Turn Around Time 59843
Process 238 | Waiting Time 59843 | Burst Time 347 | Arrival Time 18 | Turn Around Time 60190
Process 239 | Waiting Time 60190 | Burst Time 291 | Arrival Time 18 | Turn Around Time 60481
Process 240 | Waiting Time 60481 | Burst Time 249 | Arrival Time 18 | Turn Around Time 60730
Process 241 | Waiting Time 60730 | Burst Time 331 | Arrival Time 18 | Turn Around Time 61061
Process 242 | Waiting Time 61061 | Burst Time 251 | Arrival Time 18 | Turn Around Time 61312
Process 243 | Waiting Time 61312 | Burst Time 248 | Arrival Time 18 | Turn Around Time 61560
Process 244 | Waiting Time 61560 | Burst Time 215 | Arrival Time 18 | Turn Around Time 61775
Process 245 | Waiting Time 61774 | Burst Time 219 | Arrival Time 19 | Turn Around Time 61993
Process 246 | Waiting Time 61993 | Burst Time 241 | Arrival Time 19 | Turn Around Time 62234
Process 247 | Waiting Time 62234 | Burst Time 275 | Arrival Time 19 | Turn Around Time 62509
Process 248 | Waiting Time 62509 | Burst Time 234 | Arrival Time 19 | Turn Around Time 62743
Process 249 | Waiting Time 62743 | Burst Time 264 | Arrival Time 19 | Turn Around Time 63007
Process 250 | Waiting Time 63007 | Burst Time 253 | Arrival Time 19 | Turn Around Time 63260
Process 251 | Waiting Time 63260 | Burst Time 144 | Arrival Time 19 | Turn Around Time 63404
Process 252 | Waiting Time 63404 | Burst Time 286 | Arrival Time 19 | Turn Around Time 63690
Process 253 | Waiting Time 63690 | Burst Time 292 | Arrival Time 19 | Turn Around Time 63982
Process 254 | Waiting Time 63982 | Burst Time 307 | Arrival Time 19 | Turn Around Time 64289
Process 255 | Waiting Time 64289 | Burst Time 339 | Arrival Time 19 | Turn Around Time 64628
Process 256 | Waiting Time 64628 | Burst Time 276 | Arrival Time 19 | Turn Around Time 64904
Process 257 | Waiting Time 64903 | Burst Time 233 | Arrival Time 20 | Turn Around Time 65136
Process 258 | Waiting Time 65136 | Burst Time 279 | Arrival Time 20 | Turn Around Time 65415
Process 259 | Waiting Time 65415 | Burst Time 332 | Arrival Time 20 | Turn Around Time 65747
Process 260 | Waiting Time 65747 | Burst Time 355 | Arrival Time 20 | Turn Around Time 66102
Process 261 | Waiting Time 66102 | Burst Time 246 | Arrival Time 20 | Turn Around Time 66348
Process 262 | Waiting Time 66348 | Burst Time 293 | Arrival Time 20 | Turn Around Time 66641
Process 263 | Waiting Time 66641 | Burst Time 128 | Arrival Time 20 | Turn Around Time 66769
Process 264 | Waiting Time 66769 | Burst Time 189 | Arrival Time 20 | Turn Around Time 66958
Process 265 | Waiting Time 66958 | Burst Time 110 | Arrival Time 20 | Turn Around Time 67068
Process 266 | Waiting Time 67068 | Burst Time 197 | Arrival Time 20 | Turn Around Time 67265
Process 267 | Waiting Time 67265 | Burst Time 250 | Arrival Time 20 | Turn Around Time 67515
Process 268 | Waiting Time 67515 | Burst Time 273 | Arrival Time 20 | Turn Around Time 67788
Process 269 | Waiting Time 67788 | Burst Time 296 | Arrival Time 20 | Turn Around Time 68084
Process 270 | Waiting Time 68084 | Burst Time 305 | Arrival Time 20 | Turn Around Time 68389
Process 271 | Waiting Time 68388 | Burst Time 207 | Arrival Time 21 | Turn Around Time 68595
Process 272 | Waiting Time 68595 | Burst Time 280 | Arrival Time 21 | Turn Around Time 68875
Process 273 | Waiting Time 68875 | Burst Time 252 | Arrival Time 21 | Turn Around Time 69127
Process 274 | Waiting Time 69127 | Burst Time 274 | Arrival Time 21 | Turn Around Time 69401
Process 275 | Waiting Time 69401 | Burst Time 327 | Arrival Time 21 | Turn Around Time 69728
Process 276 | Waiting Time 69728 | Burst Time 255 | Arrival Time 21 | Turn Around Time 69983
Process 277 | Waiting Time 69983 | Burst Time 264 | Arrival Time 21 | Turn Around Time 70247
Process 278 | Waiting Time 70247 | Burst Time 313 | Arrival Time 21 | Turn Around Time 70560
Process 279 | Waiting Time 70560 | Burst Time 227 | Arrival Time 21 | Turn Around Time 70787
Process 280 | Waiting Time 70786 | Burst Time 280 | Arrival Time 22 | Turn Around Time 71066
Process 281 | Waiting Time 71066 | Burst Time 283 | Arrival Time 22 | Turn Around Time 71349
Process 282 | Waiting Time 71349 | Burst Time 346 | Arrival Time 22 | Turn Around Time 71695
Process 283 | Waiting Time 71695 | Burst Time 236 | Arrival Time 22 | Turn Around Time 71931
Process 284 | Waiting Time 71931 | Burst Time 309 | Arrival Time 22 | Turn Around Time 72240
Process 285 | Waiting Time 72240 | Burst Time 152 | Arrival Time 22 | Turn Around Time 72392
Process 286 | Waiting Time 72392 | Burst Time 296 | Arrival Time 22 | Turn Around Time 72688
Process 287 | Waiting Time 72688 | Burst Time 268 | Arrival Time 22 | Turn Around Time 72956
Process 288 | Waiting Time 72956 | Burst Time 267 | Arrival Time 22 | Turn Around Time 73223
Process 289 | Waiting Time 73223 | Burst Time 304 | Arrival Time 22 | Turn Around Time 73527
Process 290 | Waiting Time 73527 | Burst Time 229 | Arrival Time 22 | Turn Around Time 73756
Process 291 | Waiting Time 73755 | Burst Time 295 | Arrival Time 23 | Turn Around Time 74050
Process 292 | Waiting Time 74050 | Burst Time 264 | Arrival Time 23 | Turn Around Time 74314
